#1;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#2;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#3;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#4;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C)
 ;01:45:56;3.304;0.352;639.1;34.9;;;;;;;;;;;;;;;;;;
 ;01:45:57;3.303;0.357;639.2;34.9;;;;;;;;;;;;;;;;;;
 ;01:45:58;3.301;0.362;639.3;34.9;;;;;;;;;;;;;;;;;;
 ;01:45:59;3.300;0.367;639.4;34.9;;;;;;;;;;;;;;;;;;
 ;01:46:00;3.300;0.366;639.5;34.9;;;;;;;;;;;;;;;;;;
 ;01:46:01;3.302;0.357;639.6;34.9;;;;;;;;;;;;;;;;;;
 ;01:46:02;3.304;0.348;639.7;34.9;;;;;;;;;;;;;;;;;;
 ;01:46:03;3.303;0.349;639.8;34.9;;;;;;;;;;;;;;;;;;
 ;01:46:04;3.302;0.354;639.9;34.9;;;;;;;;;;;;;;;;;;
 ;01:46:05;3.301;0.360;640.0;34.9;;;;;;;;;;;;;;;;;;
 ;01:46:06;3.300;0.363;640.1;34.9;;;;;;;;;;;;;;;;;;
 ;01:46:07;3.300;0.358;640.2;34.9;;;;;;;;;;;;;;;;;;
 ;01:46:08;3.302;0.348;640.3;34.9;;;;;;;;;;;;;;;;;;
 ;01:46:09;3.304;0.340;640.4;34.9;;;;;;;;;;;;;;;;;;
 ;01:46:10;3.303;0.343;640.5;34.9;;;;;;;;;;;;;;;;;;
 ;01:46:11;3.302;0.348;640.6;34.9;;;;;;;;;;;;;;;;;;
 ;01:46:12;3.301;0.354;640.7;34.9;;;;;;;;;;;;;;;;;;
 ;01:46:13;3.300;0.357;640.8;34.8;;;;;;;;;;;;;;;;;;
 ;01:46:14;3.300;0.354;640.9;34.8;;;;;;;;;;;;;;;;;;
 ;01:46:15;3.302;0.344;641.0;34.8;;;;;;;;;;;;;;;;;;
 ;01:46:16;3.304;0.334;641.0;34.8;;;;;;;;;;;;;;;;;;
 ;01:46:17;3.304;0.336;641.1;34.8;;;;;;;;;;;;;;;;;;
 ;01:46:18;3.303;0.341;641.2;34.8;;;;;;;;;;;;;;;;;;
 ;01:46:19;3.301;0.347;641.3;34.8;;;;;;;;;;;;;;;;;;
 ;01:46:20;3.300;0.351;641.4;34.8;;;;;;;;;;;;;;;;;;
 ;01:46:21;3.300;0.349;641.5;34.8;;;;;;;;;;;;;;;;;;
 ;01:46:22;3.302;0.340;641.6;34.8;;;;;;;;;;;;;;;;;;
 ;01:46:23;3.304;0.331;641.7;34.8;;;;;;;;;;;;;;;;;;
 ;01:46:24;3.303;0.332;641.8;34.8;;;;;;;;;;;;;;;;;;
 ;01:46:25;3.302;0.337;641.9;34.8;;;;;;;;;;;;;;;;;;
 ;01:46:26;3.301;0.343;642.0;34.8;;;;;;;;;;;;;;;;;;
 ;01:46:27;3.300;0.346;642.1;34.8;;;;;;;;;;;;;;;;;;
 ;01:46:28;3.301;0.339;642.2;34.8;;;;;;;;;;;;;;;;;;
 ;01:46:29;3.303;0.328;642.3;34.8;;;;;;;;;;;;;;;;;;
 ;01:46:30;3.304;0.324;642.4;34.8;;;;;;;;;;;;;;;;;;
 ;01:46:31;3.303;0.329;642.5;34.8;;;;;;;;;;;;;;;;;;
 ;01:46:32;3.301;0.334;642.6;34.8;;;;;;;;;;;;;;;;;;
 ;01:46:33;3.300;0.339;642.6;34.8;;;;;;;;;;;;;;;;;;
 ;01:46:34;3.300;0.338;642.7;34.8;;;;;;;;;;;;;;;;;;
 ;01:46:35;3.302;0.329;642.8;34.8;;;;;;;;;;;;;;;;;;
 ;01:46:36;3.303;0.320;642.9;34.8;;;;;;;;;;;;;;;;;;
 ;01:46:37;3.303;0.322;643.0;34.8;;;;;;;;;;;;;;;;;;
 ;01:46:38;3.302;0.328;643.1;34.8;;;;;;;;;;;;;;;;;;
 ;01:46:39;3.300;0.333;643.2;34.8;;;;;;;;;;;;;;;;;;
 ;01:46:40;3.300;0.334;643.3;34.8;;;;;;;;;;;;;;;;;;
 ;01:46:41;3.302;0.325;643.4;34.8;;;;;;;;;;;;;;;;;;
 ;01:46:42;3.303;0.316;643.5;34.8;;;;;;;;;;;;;;;;;;
 ;01:46:43;3.303;0.317;643.6;34.7;;;;;;;;;;;;;;;;;;
 ;01:46:44;3.302;0.322;643.6;34.7;;;;;;;;;;;;;;;;;;
 ;01:46:45;3.301;0.328;643.7;34.7;;;;;;;;;;;;;;;;;;
 ;01:46:46;3.300;0.329;643.8;34.7;;;;;;;;;;;;;;;;;;
 ;01:46:47;3.302;0.321;643.9;34.7;;;;;;;;;;;;;;;;;;
 ;01:46:48;3.303;0.312;644.0;34.7;;;;;;;;;;;;;;;;;;
 ;01:46:49;3.303;0.313;644.1;34.7;;;;;;;;;;;;;;;;;;
 ;01:46:50;3.302;0.319;644.2;34.7;;;;;;;;;;;;;;;;;;
 ;01:46:51;3.300;0.324;644.3;34.7;;;;;;;;;;;;;;;;;;
 ;01:46:52;3.300;0.325;644.4;34.7;;;;;;;;;;;;;;;;;;
 ;01:46:53;3.302;0.316;644.4;34.7;;;;;;;;;;;;;;;;;;
 ;01:46:54;3.304;0.305;644.5;34.7;;;;;;;;;;;;;;;;;;
 ;01:46:55;3.304;0.303;644.6;34.7;;;;;;;;;;;;;;;;;;
 ;01:46:56;3.303;0.309;644.7;34.7;;;;;;;;;;;;;;;;;;
 ;01:46:57;3.302;0.315;644.8;34.7;;;;;;;;;;;;;;;;;;
 ;01:46:58;3.300;0.319;644.9;34.7;;;;;;;;;;;;;;;;;;
 ;01:46:59;3.300;0.320;645.0;34.7;;;;;;;;;;;;;;;;;;
 ;01:47:00;3.301;0.314;645.1;34.7;;;;;;;;;;;;;;;;;;
 ;01:47:01;3.303;0.303;645.1;34.7;;;;;;;;;;;;;;;;;;
 ;01:47:02;3.304;0.299;645.2;34.7;;;;;;;;;;;;;;;;;;
 ;01:47:03;3.303;0.304;645.3;34.7;;;;;;;;;;;;;;;;;;
 ;01:47:04;3.301;0.310;645.4;34.7;;;;;;;;;;;;;;;;;;
 ;01:47:05;3.300;0.315;645.5;34.7;;;;;;;;;;;;;;;;;;
 ;01:47:06;3.300;0.313;645.6;34.7;;;;;;;;;;;;;;;;;;
 ;01:47:07;3.302;0.303;645.6;34.7;;;;;;;;;;;;;;;;;;
 ;01:47:08;3.304;0.295;645.7;34.7;;;;;;;;;;;;;;;;;;
 ;01:47:09;3.303;0.297;645.8;34.7;;;;;;;;;;;;;;;;;;
 ;01:47:10;3.302;0.302;645.9;34.7;;;;;;;;;;;;;;;;;;
 ;01:47:11;3.301;0.308;646.0;34.6;;;;;;;;;;;;;;;;;;
 ;01:47:12;3.300;0.310;646.1;34.6;;;;;;;;;;;;;;;;;;
 ;01:47:13;3.301;0.305;646.2;34.6;;;;;;;;;;;;;;;;;;
 ;01:47:14;3.303;0.294;646.2;34.6;;;;;;;;;;;;;;;;;;
 ;01:47:15;3.304;0.289;646.3;34.6;;;;;;;;;;;;;;;;;;
 ;01:47:16;3.303;0.294;646.4;34.6;;;;;;;;;;;;;;;;;;
 ;01:47:17;3.302;0.299;646.5;34.6;;;;;;;;;;;;;;;;;;
 ;01:47:18;3.300;0.304;646.6;34.6;;;;;;;;;;;;;;;;;;
 ;01:47:19;3.300;0.304;646.7;34.6;;;;;;;;;;;;;;;;;;
 ;01:47:20;3.302;0.295;646.7;34.6;;;;;;;;;;;;;;;;;;
 ;01:47:21;3.303;0.286;646.8;34.6;;;;;;;;;;;;;;;;;;
 ;01:47:22;3.303;0.287;646.9;34.6;;;;;;;;;;;;;;;;;;
 ;01:47:23;3.302;0.293;647.0;34.6;;;;;;;;;;;;;;;;;;
 ;01:47:24;3.300;0.298;647.1;34.6;;;;;;;;;;;;;;;;;;
 ;01:47:25;3.300;0.299;647.1;34.6;;;;;;;;;;;;;;;;;;
 ;01:47:26;3.301;0.291;647.2;34.6;;;;;;;;;;;;;;;;;;
 ;01:47:27;3.303;0.281;647.3;34.6;;;;;;;;;;;;;;;;;;
 ;01:47:28;3.303;0.282;647.4;34.6;;;;;;;;;;;;;;;;;;
 ;01:47:29;3.302;0.287;647.5;34.6;;;;;;;;;;;;;;;;;;
 ;01:47:30;3.301;0.293;647.5;34.6;;;;;;;;;;;;;;;;;;
 ;01:47:31;3.300;0.296;647.6;34.6;;;;;;;;;;;;;;;;;;
 ;01:47:32;3.301;0.290;647.7;34.6;;;;;;;;;;;;;;;;;;
 ;01:47:33;3.303;0.279;647.8;34.6;;;;;;;;;;;;;;;;;;
 ;01:47:34;3.304;0.274;647.9;34.6;;;;;;;;;;;;;;;;;;
 ;01:47:35;3.303;0.279;647.9;34.6;;;;;;;;;;;;;;;;;;
 ;01:47:36;3.302;0.284;648.0;34.6;;;;;;;;;;;;;;;;;;
 ;01:47:37;3.300;0.290;648.1;34.6;;;;;;;;;;;;;;;;;;
 ;01:47:38;3.300;0.292;648.2;34.6;;;;;;;;;;;;;;;;;;
 ;01:47:39;3.300;0.286;648.3;34.6;;;;;;;;;;;;;;;;;;
 ;01:47:40;3.303;0.275;648.3;34.6;;;;;;;;;;;;;;;;;;
 ;01:47:41;3.304;0.269;648.4;34.6;;;;;;;;;;;;;;;;;;
 ;01:47:42;3.303;0.273;648.5;34.5;;;;;;;;;;;;;;;;;;
 ;01:47:43;3.302;0.279;648.6;34.5;;;;;;;;;;;;;;;;;;
 ;01:47:44;3.300;0.284;648.6;34.5;;;;;;;;;;;;;;;;;;
 ;01:47:45;3.300;0.287;648.7;34.5;;;;;;;;;;;;;;;;;;
 ;01:47:46;3.300;0.282;648.8;34.5;;;;;;;;;;;;;;;;;;
 ;01:47:47;3.302;0.271;648.9;34.5;;;;;;;;;;;;;;;;;;
 ;01:47:48;3.304;0.265;648.9;34.5;;;;;;;;;;;;;;;;;;
 ;01:47:49;3.303;0.269;649.0;34.5;;;;;;;;;;;;;;;;;;
 ;01:47:50;3.302;0.274;649.1;34.5;;;;;;;;;;;;;;;;;;
 ;01:47:51;3.300;0.279;649.2;34.5;;;;;;;;;;;;;;;;;;
 ;01:47:52;3.300;0.279;649.3;34.5;;;;;;;;;;;;;;;;;;
 ;01:47:53;3.302;0.270;649.3;34.5;;;;;;;;;;;;;;;;;;
 ;01:47:54;3.303;0.262;649.4;34.5;;;;;;;;;;;;;;;;;;
 ;01:47:55;3.303;0.264;649.5;34.5;;;;;;;;;;;;;;;;;;
 ;01:47:56;3.302;0.269;649.5;34.5;;;;;;;;;;;;;;;;;;
 ;01:47:57;3.300;0.274;649.6;34.5;;;;;;;;;;;;;;;;;;
 ;01:47:58;3.300;0.274;649.7;34.5;;;;;;;;;;;;;;;;;;
 ;01:47:59;3.302;0.266;649.8;34.5;;;;;;;;;;;;;;;;;;
 ;01:48:00;3.303;0.258;649.8;34.5;;;;;;;;;;;;;;;;;;
 ;01:48:01;3.303;0.260;649.9;34.5;;;;;;;;;;;;;;;;;;
 ;01:48:02;3.302;0.265;650.0;34.5;;;;;;;;;;;;;;;;;;
 ;01:48:03;3.300;0.270;650.1;34.5;;;;;;;;;;;;;;;;;;
 ;01:48:04;3.300;0.271;650.1;34.5;;;;;;;;;;;;;;;;;;
 ;01:48:05;3.301;0.263;650.2;34.5;;;;;;;;;;;;;;;;;;
 ;01:48:06;3.303;0.254;650.3;34.5;;;;;;;;;;;;;;;;;;
 ;01:48:07;3.304;0.254;650.4;34.5;;;;;;;;;;;;;;;;;;
 ;01:48:08;3.302;0.259;650.4;34.5;;;;;;;;;;;;;;;;;;
 ;01:48:09;3.301;0.265;650.5;34.5;;;;;;;;;;;;;;;;;;
 ;01:48:10;3.300;0.268;650.6;34.5;;;;;;;;;;;;;;;;;;
 ;01:48:11;3.300;0.265;650.7;34.5;;;;;;;;;;;;;;;;;;
 ;01:48:12;3.302;0.254;650.7;34.5;;;;;;;;;;;;;;;;;;
 ;01:48:13;3.303;0.248;650.8;34.5;;;;;;;;;;;;;;;;;;
 ;01:48:14;3.303;0.251;650.9;34.5;;;;;;;;;;;;;;;;;;
 ;01:48:15;3.302;0.256;650.9;34.5;;;;;;;;;;;;;;;;;;
 ;01:48:16;3.300;0.261;651.0;34.5;;;;;;;;;;;;;;;;;;
 ;01:48:17;3.300;0.263;651.1;34.5;;;;;;;;;;;;;;;;;;
 ;01:48:18;3.301;0.256;651.1;34.5;;;;;;;;;;;;;;;;;;
 ;01:48:19;3.302;0.246;651.2;34.5;;;;;;;;;;;;;;;;;;
 ;01:48:20;3.303;0.244;651.3;34.5;;;;;;;;;;;;;;;;;;
 ;01:48:21;3.302;0.249;651.4;34.5;;;;;;;;;;;;;;;;;;
 ;01:48:22;3.301;0.255;651.4;34.5;;;;;;;;;;;;;;;;;;
 ;01:48:23;3.300;0.259;651.5;34.5;;;;;;;;;;;;;;;;;;
 ;01:48:24;3.300;0.256;651.6;34.5;;;;;;;;;;;;;;;;;;
 ;01:48:25;3.302;0.245;651.6;34.5;;;;;;;;;;;;;;;;;;
 ;01:48:26;3.302;0.240;651.7;34.5;;;;;;;;;;;;;;;;;;
 ;01:48:27;3.302;0.245;651.8;34.5;;;;;;;;;;;;;;;;;;
 ;01:48:28;3.301;0.250;651.8;34.5;;;;;;;;;;;;;;;;;;
 ;01:48:29;3.300;0.253;651.9;34.5;;;;;;;;;;;;;;;;;;
 ;01:48:30;3.301;0.247;652.0;34.5;;;;;;;;;;;;;;;;;;
 ;01:48:31;3.302;0.238;652.0;34.5;;;;;;;;;;;;;;;;;;
 ;01:48:32;3.302;0.238;652.1;34.5;;;;;;;;;;;;;;;;;;
 ;01:48:33;3.301;0.243;652.2;34.5;;;;;;;;;;;;;;;;;;
 ;01:48:34;3.300;0.246;652.2;34.5;;;;;;;;;;;;;;;;;;
 ;01:48:35;3.300;0.246;652.3;34.5;;;;;;;;;;;;;;;;;;
 ;01:48:36;3.301;0.239;652.4;34.5;;;;;;;;;;;;;;;;;;
 ;01:48:37;3.301;0.238;652.4;34.5;;;;;;;;;;;;;;;;;;
 ;01:48:38;3.300;0.243;652.5;34.5;;;;;;;;;;;;;;;;;;
 ;01:48:39;3.301;0.240;652.6;34.4;;;;;;;;;;;;;;;;;;
 ;01:48:40;3.301;0.236;652.6;34.4;;;;;;;;;;;;;;;;;;
 ;01:48:41;3.300;0.240;652.7;34.4;;;;;;;;;;;;;;;;;;
 ;01:48:42;3.301;0.237;652.8;34.4;;;;;;;;;;;;;;;;;;
 ;01:48:43;3.301;0.235;652.8;34.4;;;;;;;;;;;;;;;;;;
 ;01:48:44;3.300;0.239;652.9;34.4;;;;;;;;;;;;;;;;;;
 ;01:48:45;3.300;0.237;653.0;34.4;;;;;;;;;;;;;;;;;;
 ;01:48:46;3.302;0.231;653.0;34.4;;;;;;;;;;;;;;;;;;
 ;01:48:47;3.301;0.235;653.1;34.4;;;;;;;;;;;;;;;;;;
 ;01:48:48;3.300;0.237;653.2;34.4;;;;;;;;;;;;;;;;;;
 ;01:48:49;3.301;0.231;653.2;34.4;;;;;;;;;;;;;;;;;;
 ;01:48:50;3.302;0.228;653.3;34.4;;;;;;;;;;;;;;;;;;
 ;01:48:51;3.301;0.232;653.4;34.4;;;;;;;;;;;;;;;;;;
 ;01:48:52;3.300;0.236;653.4;34.4;;;;;;;;;;;;;;;;;;
 ;01:48:53;3.301;0.231;653.5;34.4;;;;;;;;;;;;;;;;;;
 ;01:48:54;3.302;0.225;653.6;34.4;;;;;;;;;;;;;;;;;;
 ;01:48:55;3.301;0.229;653.6;34.4;;;;;;;;;;;;;;;;;;
 ;01:48:56;3.300;0.232;653.7;34.4;;;;;;;;;;;;;;;;;;
 ;01:48:57;3.301;0.228;653.8;34.4;;;;;;;;;;;;;;;;;;
 ;01:48:58;3.302;0.222;653.8;34.4;;;;;;;;;;;;;;;;;;
 ;01:48:59;3.301;0.227;653.9;34.4;;;;;;;;;;;;;;;;;;
 ;01:49:00;3.300;0.230;653.9;34.4;;;;;;;;;;;;;;;;;;
 ;01:49:01;3.300;0.227;654.0;34.4;;;;;;;;;;;;;;;;;;
 ;01:49:02;3.302;0.222;654.1;34.4;;;;;;;;;;;;;;;;;;
 ;01:49:03;3.301;0.226;654.1;34.4;;;;;;;;;;;;;;;;;;
 ;01:49:04;3.300;0.226;654.2;34.4;;;;;;;;;;;;;;;;;;
 ;01:49:05;3.302;0.220;654.3;34.4;;;;;;;;;;;;;;;;;;
 ;01:49:06;3.301;0.222;654.3;34.4;;;;;;;;;;;;;;;;;;
 ;01:49:07;3.300;0.225;654.4;34.4;;;;;;;;;;;;;;;;;;
 ;01:49:08;3.301;0.222;654.4;34.4;;;;;;;;;;;;;;;;;;
 ;01:49:09;3.302;0.216;654.5;34.4;;;;;;;;;;;;;;;;;;
 ;01:49:10;3.301;0.220;654.6;34.4;;;;;;;;;;;;;;;;;;
 ;01:49:11;3.300;0.223;654.6;34.4;;;;;;;;;;;;;;;;;;
 ;01:49:12;3.301;0.217;654.7;34.4;;;;;;;;;;;;;;;;;;
 ;01:49:13;3.302;0.215;654.7;34.4;;;;;;;;;;;;;;;;;;
 ;01:49:14;3.300;0.219;654.8;34.4;;;;;;;;;;;;;;;;;;
 ;01:49:15;3.300;0.218;654.9;34.4;;;;;;;;;;;;;;;;;;
 ;01:49:16;3.301;0.214;654.9;34.4;;;;;;;;;;;;;;;;;;
 ;01:49:17;3.301;0.217;655.0;34.4;;;;;;;;;;;;;;;;;;
 ;01:49:18;3.300;0.217;655.0;34.4;;;;;;;;;;;;;;;;;;
 ;01:49:19;3.302;0.211;655.1;34.4;;;;;;;;;;;;;;;;;;
 ;01:49:20;3.301;0.213;655.2;34.4;;;;;;;;;;;;;;;;;;
 ;01:49:21;3.300;0.217;655.2;34.4;;;;;;;;;;;;;;;;;;
 ;01:49:22;3.301;0.212;655.3;34.4;;;;;;;;;;;;;;;;;;
 ;01:49:23;3.302;0.208;655.3;34.4;;;;;;;;;;;;;;;;;;
 ;01:49:24;3.301;0.213;655.4;34.4;;;;;;;;;;;;;;;;;;
 ;01:49:25;3.300;0.214;655.5;34.4;;;;;;;;;;;;;;;;;;
 ;01:49:26;3.301;0.208;655.5;34.4;;;;;;;;;;;;;;;;;;
 ;01:49:27;3.301;0.208;655.6;34.4;;;;;;;;;;;;;;;;;;
 ;01:49:28;3.300;0.212;655.6;34.4;;;;;;;;;;;;;;;;;;
 ;01:49:29;3.301;0.209;655.7;34.4;;;;;;;;;;;;;;;;;;
 ;01:49:30;3.302;0.204;655.7;34.4;;;;;;;;;;;;;;;;;;
 ;01:49:31;3.301;0.209;655.8;34.4;;;;;;;;;;;;;;;;;;
 ;01:49:32;3.300;0.210;655.9;34.3;;;;;;;;;;;;;;;;;;
 ;01:49:33;3.301;0.204;655.9;34.3;;;;;;;;;;;;;;;;;;
 ;01:49:34;3.302;0.203;656.0;34.3;;;;;;;;;;;;;;;;;;
 ;01:49:35;3.300;0.208;656.0;34.3;;;;;;;;;;;;;;;;;;
 ;01:49:36;3.300;0.207;656.1;34.3;;;;;;;;;;;;;;;;;;
 ;01:49:37;3.302;0.201;656.2;34.3;;;;;;;;;;;;;;;;;;
 ;01:49:38;3.301;0.203;656.2;34.3;;;;;;;;;;;;;;;;;;
 ;01:49:39;3.300;0.206;656.3;34.3;;;;;;;;;;;;;;;;;;
 ;01:49:40;3.301;0.201;656.3;34.3;;;;;;;;;;;;;;;;;;
 ;01:49:41;3.302;0.199;656.4;34.3;;;;;;;;;;;;;;;;;;
 ;01:49:42;3.300;0.204;656.4;34.3;;;;;;;;;;;;;;;;;;
 ;01:49:43;3.300;0.203;656.5;34.3;;;;;;;;;;;;;;;;;;
 ;01:49:44;3.302;0.197;656.5;34.3;;;;;;;;;;;;;;;;;;
 ;01:49:45;3.301;0.199;656.6;34.3;;;;;;;;;;;;;;;;;;
 ;01:49:46;3.300;0.203;656.7;34.3;;;;;;;;;;;;;;;;;;
 ;01:49:47;3.301;0.199;656.7;34.3;;;;;;;;;;;;;;;;;;
 ;01:49:48;3.302;0.193;656.8;34.3;;;;;;;;;;;;;;;;;;
 ;01:49:49;3.301;0.197;656.8;34.3;;;;;;;;;;;;;;;;;;
 ;01:49:50;3.300;0.200;656.9;34.3;;;;;;;;;;;;;;;;;;
 ;01:49:51;3.301;0.195;656.9;34.3;;;;;;;;;;;;;;;;;;
 ;01:49:52;3.302;0.191;657.0;34.3;;;;;;;;;;;;;;;;;;
 ;01:49:53;3.301;0.197;657.0;34.3;;;;;;;;;;;;;;;;;;
 ;01:49:54;3.300;0.198;657.1;34.3;;;;;;;;;;;;;;;;;;
 ;01:49:55;3.302;0.191;657.1;34.3;;;;;;;;;;;;;;;;;;
 ;01:49:56;3.302;0.191;657.2;34.3;;;;;;;;;;;;;;;;;;
 ;01:49:57;3.300;0.196;657.3;34.3;;;;;;;;;;;;;;;;;;
 ;01:49:58;3.300;0.193;657.3;34.3;;;;;;;;;;;;;;;;;;
 ;01:49:59;3.301;0.189;657.4;34.3;;;;;;;;;;;;;;;;;;
 ;01:50:00;3.300;0.193;657.4;34.3;;;;;;;;;;;;;;;;;;
 ;01:50:01;3.301;0.191;657.5;34.3;;;;;;;;;;;;;;;;;;
 ;01:50:02;3.301;0.187;657.5;34.3;;;;;;;;;;;;;;;;;;
 ;01:50:03;3.300;0.192;657.6;34.3;;;;;;;;;;;;;;;;;;
 ;01:50:04;3.301;0.190;657.6;34.3;;;;;;;;;;;;;;;;;;
 ;01:50:05;3.301;0.188;657.7;34.3;;;;;;;;;;;;;;;;;;
 ;01:50:06;3.301;0.188;657.7;34.3;;;;;;;;;;;;;;;;;;
 ;01:50:07;3.302;0.183;657.8;34.3;;;;;;;;;;;;;;;;;;
 ;01:50:08;3.301;0.187;657.8;34.3;;;;;;;;;;;;;;;;;;
 ;01:50:09;3.300;0.190;657.9;34.3;;;;;;;;;;;;;;;;;;
 ;01:50:10;3.301;0.185;657.9;34.3;;;;;;;;;;;;;;;;;;
 ;01:50:11;3.302;0.180;658.0;34.3;;;;;;;;;;;;;;;;;;
 ;01:50:12;3.301;0.185;658.0;34.3;;;;;;;;;;;;;;;;;;
 ;01:50:13;3.300;0.188;658.1;34.3;;;;;;;;;;;;;;;;;;
 ;01:50:14;3.301;0.184;658.1;34.3;;;;;;;;;;;;;;;;;;
 ;01:50:15;3.302;0.180;658.2;34.3;;;;;;;;;;;;;;;;;;
 ;01:50:16;3.301;0.184;658.2;34.3;;;;;;;;;;;;;;;;;;
 ;01:50:17;3.300;0.185;658.3;34.3;;;;;;;;;;;;;;;;;;
 ;01:50:18;3.302;0.178;658.3;34.3;;;;;;;;;;;;;;;;;;
 ;01:50:19;3.302;0.177;658.4;34.2;;;;;;;;;;;;;;;;;;
 ;01:50:20;3.301;0.183;658.4;34.2;;;;;;;;;;;;;;;;;;
 ;01:50:21;3.300;0.184;658.5;34.2;;;;;;;;;;;;;;;;;;
 ;01:50:22;3.301;0.178;658.5;34.2;;;;;;;;;;;;;;;;;;
 ;01:50:23;3.302;0.175;658.6;34.2;;;;;;;;;;;;;;;;;;
 ;01:50:24;3.301;0.180;658.6;34.2;;;;;;;;;;;;;;;;;;
 ;01:50:25;3.300;0.182;658.7;34.2;;;;;;;;;;;;;;;;;;
 ;01:50:26;3.301;0.177;658.7;34.2;;;;;;;;;;;;;;;;;;
 ;01:50:27;3.302;0.174;658.8;34.2;;;;;;;;;;;;;;;;;;
 ;01:50:28;3.300;0.179;658.8;34.2;;;;;;;;;;;;;;;;;;
 ;01:50:29;3.300;0.178;658.9;34.2;;;;;;;;;;;;;;;;;;
 ;01:50:30;3.302;0.172;658.9;34.2;;;;;;;;;;;;;;;;;;
 ;01:50:31;3.301;0.175;659.0;34.2;;;;;;;;;;;;;;;;;;
 ;01:50:32;3.300;0.178;659.0;34.2;;;;;;;;;;;;;;;;;;
 ;01:50:33;3.301;0.174;659.1;34.2;;;;;;;;;;;;;;;;;;
 ;01:50:34;3.302;0.169;659.1;34.2;;;;;;;;;;;;;;;;;;
 ;01:50:35;3.301;0.174;659.2;34.2;;;;;;;;;;;;;;;;;;
 ;01:50:36;3.300;0.176;659.2;34.2;;;;;;;;;;;;;;;;;;
 ;01:50:37;3.301;0.170;659.3;34.2;;;;;;;;;;;;;;;;;;
 ;01:50:38;3.301;0.171;659.3;34.2;;;;;;;;;;;;;;;;;;
 ;01:50:39;3.300;0.174;659.4;34.2;;;;;;;;;;;;;;;;;;
 ;01:50:40;3.301;0.169;659.4;34.2;;;;;;;;;;;;;;;;;;
 ;01:50:41;3.301;0.169;659.5;34.2;;;;;;;;;;;;;;;;;;
 ;01:50:42;3.300;0.173;659.5;34.2;;;;;;;;;;;;;;;;;;
 ;01:50:43;3.301;0.169;659.6;34.2;;;;;;;;;;;;;;;;;;
 ;01:50:44;3.301;0.170;659.6;34.2;;;;;;;;;;;;;;;;;;
 ;01:50:45;3.301;0.169;659.7;34.2;;;;;;;;;;;;;;;;;;
 ;01:50:46;3.302;0.164;659.7;34.2;;;;;;;;;;;;;;;;;;
 ;01:50:47;3.301;0.169;659.8;34.2;;;;;;;;;;;;;;;;;;
 ;01:50:48;3.300;0.169;659.8;34.2;;;;;;;;;;;;;;;;;;
 ;01:50:49;3.301;0.164;659.8;34.2;;;;;;;;;;;;;;;;;;
 ;01:50:50;3.301;0.166;659.9;34.2;;;;;;;;;;;;;;;;;;
 ;01:50:51;3.300;0.168;659.9;34.2;;;;;;;;;;;;;;;;;;
 ;01:50:52;3.301;0.162;660.0;34.2;;;;;;;;;;;;;;;;;;
 ;01:50:53;3.302;0.162;660.0;34.2;;;;;;;;;;;;;;;;;;
 ;01:50:54;3.300;0.167;660.1;34.2;;;;;;;;;;;;;;;;;;
 ;01:50:55;3.300;0.165;660.1;34.2;;;;;;;;;;;;;;;;;;
 ;01:50:56;3.302;0.158;660.2;34.2;;;;;;;;;;;;;;;;;;
 ;01:50:57;3.302;0.160;660.2;34.2;;;;;;;;;;;;;;;;;;
 ;01:50:58;3.300;0.164;660.3;34.2;;;;;;;;;;;;;;;;;;
 ;01:50:59;3.300;0.165;660.3;34.2;;;;;;;;;;;;;;;;;;
 ;01:51:00;3.301;0.158;660.3;34.2;;;;;;;;;;;;;;;;;;
 ;01:51:01;3.302;0.156;660.4;34.1;;;;;;;;;;;;;;;;;;
 ;01:51:02;3.301;0.161;660.4;34.1;;;;;;;;;;;;;;;;;;
 ;01:51:03;3.300;0.163;660.5;34.1;;;;;;;;;;;;;;;;;;
 ;01:51:04;3.301;0.159;660.5;34.1;;;;;;;;;;;;;;;;;;
 ;01:51:05;3.302;0.153;660.6;34.1;;;;;;;;;;;;;;;;;;
 ;01:51:06;3.301;0.157;660.6;34.1;;;;;;;;;;;;;;;;;;
 ;01:51:07;3.300;0.162;660.7;34.1;;;;;;;;;;;;;;;;;;
 ;01:51:08;3.300;0.159;660.7;34.1;;;;;;;;;;;;;;;;;;
 ;01:51:09;3.302;0.153;660.7;34.1;;;;;;;;;;;;;;;;;;
 ;01:51:10;3.301;0.157;660.8;34.1;;;;;;;;;;;;;;;;;;
 ;01:51:11;3.300;0.159;660.8;34.1;;;;;;;;;;;;;;;;;;
 ;01:51:12;3.301;0.154;660.9;34.1;;;;;;;;;;;;;;;;;;
 ;01:51:13;3.302;0.152;660.9;34.1;;;;;;;;;;;;;;;;;;
 ;01:51:14;3.300;0.157;661.0;34.1;;;;;;;;;;;;;;;;;;
 ;01:51:15;3.300;0.156;661.0;34.1;;;;;;;;;;;;;;;;;;
 ;01:51:16;3.302;0.150;661.0;34.1;;;;;;;;;;;;;;;;;;
 ;01:51:17;3.301;0.152;661.1;34.1;;;;;;;;;;;;;;;;;;
