#1;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#2;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#3;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#4;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C)
 ;00:00:00;3.288;0.001;0.0;32.0;;;;;;;;;;;;;;;;;;
 ;00:00:01;3.293;0.035;0.0;32.0;;;;;;;;;;;;;;;;;;
 ;00:00:02;3.325;0.130;0.0;32.0;;;;;;;;;;;;;;;;;;
 ;00:00:03;3.366;0.287;0.1;32.0;;;;;;;;;;;;;;;;;;
 ;00:00:04;3.421;0.501;0.2;32.0;;;;;;;;;;;;;;;;;;
 ;00:00:05;3.494;0.768;0.5;32.0;;;;;;;;;;;;;;;;;;
 ;00:00:06;3.549;1.006;0.8;32.0;;;;;;;;;;;;;;;;;;
 ;00:00:07;3.580;1.107;1.1;32.0;;;;;;;;;;;;;;;;;;
 ;00:00:08;3.605;1.186;1.4;32.0;;;;;;;;;;;;;;;;;;
 ;00:00:09;3.633;1.266;1.8;32.0;;;;;;;;;;;;;;;;;;
 ;00:00:10;3.658;1.349;2.1;32.0;;;;;;;;;;;;;;;;;;
 ;00:00:11;3.685;1.434;2.5;32.0;;;;;;;;;;;;;;;;;;
 ;00:00:12;3.711;1.518;3.0;32.0;;;;;;;;;;;;;;;;;;
 ;00:00:13;3.738;1.609;3.4;32.0;;;;;;;;;;;;;;;;;;
 ;00:00:14;3.766;1.697;3.9;32.0;;;;;;;;;;;;;;;;;;
 ;00:00:15;3.794;1.789;4.4;32.0;;;;;;;;;;;;;;;;;;
 ;00:00:16;3.823;1.882;4.9;32.0;;;;;;;;;;;;;;;;;;
 ;00:00:17;3.852;1.978;5.5;32.0;;;;;;;;;;;;;;;;;;
 ;00:00:18;3.884;2.085;6.1;32.0;;;;;;;;;;;;;;;;;;
 ;00:00:19;3.910;2.172;6.7;32.0;;;;;;;;;;;;;;;;;;
 ;00:00:20;3.947;2.280;7.3;32.0;;;;;;;;;;;;;;;;;;
 ;00:00:21;3.976;2.363;8.0;32.0;;;;;;;;;;;;;;;;;;
 ;00:00:22;4.013;2.480;8.7;32.0;;;;;;;;;;;;;;;;;;
 ;00:00:23;4.040;2.566;9.4;32.0;;;;;;;;;;;;;;;;;;
 ;00:00:24;4.085;2.691;10.1;32.1;;;;;;;;;;;;;;;;;;
 ;00:00:25;4.150;2.901;10.9;32.1;;;;;;;;;;;;;;;;;;
 ;00:00:26;4.180;2.986;11.8;32.1;;;;;;;;;;;;;;;;;;
 ;00:00:27;4.190;2.998;12.6;32.1;;;;;;;;;;;;;;;;;;
 ;00:00:28;4.195;2.997;13.4;32.1;;;;;;;;;;;;;;;;;;
 ;00:00:29;4.198;2.989;14.3;32.1;;;;;;;;;;;;;;;;;;
 ;00:00:30;4.199;2.972;15.1;32.1;;;;;;;;;;;;;;;;;;
 ;00:00:31;4.199;2.957;15.9;32.1;;;;;;;;;;;;;;;;;;
 ;00:00:32;4.199;2.943;16.7;32.1;;;;;;;;;;;;;;;;;;
 ;00:00:33;4.199;2.932;17.5;32.1;;;;;;;;;;;;;;;;;;
 ;00:00:34;4.199;2.919;18.4;32.1;;;;;;;;;;;;;;;;;;
 ;00:00:35;4.199;2.911;19.2;32.1;;;;;;;;;;;;;;;;;;
 ;00:00:36;4.199;2.902;20.0;32.2;;;;;;;;;;;;;;;;;;
 ;00:00:37;4.199;2.890;20.8;32.2;;;;;;;;;;;;;;;;;;
 ;00:00:38;4.199;2.882;21.6;32.2;;;;;;;;;;;;;;;;;;
 ;00:00:39;4.200;2.876;22.4;32.2;;;;;;;;;;;;;;;;;;
 ;00:00:40;4.199;2.867;23.2;32.2;;;;;;;;;;;;;;;;;;
 ;00:00:41;4.199;2.859;24.0;32.2;;;;;;;;;;;;;;;;;;
 ;00:00:42;4.199;2.852;24.8;32.2;;;;;;;;;;;;;;;;;;
 ;00:00:43;4.200;2.846;25.5;32.2;;;;;;;;;;;;;;;;;;
 ;00:00:44;4.199;2.836;26.3;32.3;;;;;;;;;;;;;;;;;;
 ;00:00:45;4.199;2.831;27.1;32.3;;;;;;;;;;;;;;;;;;
 ;00:00:46;4.199;2.827;27.9;32.3;;;;;;;;;;;;;;;;;;
 ;00:00:47;4.200;2.820;28.7;32.3;;;;;;;;;;;;;;;;;;
 ;00:00:48;4.199;2.815;29.5;32.4;;;;;;;;;;;;;;;;;;
 ;00:00:49;4.199;2.808;30.2;32.4;;;;;;;;;;;;;;;;;;
 ;00:00:50;4.199;2.804;31.0;32.4;;;;;;;;;;;;;;;;;;
 ;00:00:51;4.199;2.801;31.8;32.4;;;;;;;;;;;;;;;;;;
 ;00:00:52;4.200;2.795;32.6;32.4;;;;;;;;;;;;;;;;;;
 ;00:00:53;4.200;2.791;33.4;32.5;;;;;;;;;;;;;;;;;;
 ;00:00:54;4.199;2.786;34.1;32.5;;;;;;;;;;;;;;;;;;
 ;00:00:55;4.198;2.779;34.9;32.5;;;;;;;;;;;;;;;;;;
 ;00:00:56;4.199;2.778;35.7;32.5;;;;;;;;;;;;;;;;;;
 ;00:00:57;4.199;2.774;36.4;32.5;;;;;;;;;;;;;;;;;;
 ;00:00:58;4.200;2.771;37.2;32.6;;;;;;;;;;;;;;;;;;
 ;00:00:59;4.200;2.766;38.0;32.6;;;;;;;;;;;;;;;;;;
 ;00:01:00;4.200;2.764;38.8;32.6;;;;;;;;;;;;;;;;;;
 ;00:01:01;4.199;2.759;39.5;32.6;;;;;;;;;;;;;;;;;;
 ;00:01:02;4.199;2.753;40.3;32.6;;;;;;;;;;;;;;;;;;
 ;00:01:03;4.199;2.751;41.0;32.7;;;;;;;;;;;;;;;;;;
 ;00:01:04;4.199;2.749;41.8;32.7;;;;;;;;;;;;;;;;;;
 ;00:01:05;4.200;2.744;42.6;32.7;;;;;;;;;;;;;;;;;;
 ;00:01:06;4.198;2.737;43.3;32.7;;;;;;;;;;;;;;;;;;
 ;00:01:07;4.198;2.734;44.1;32.8;;;;;;;;;;;;;;;;;;
 ;00:01:08;4.198;2.732;44.9;32.8;;;;;;;;;;;;;;;;;;
 ;00:01:09;4.199;2.731;45.6;32.8;;;;;;;;;;;;;;;;;;
 ;00:01:10;4.199;2.729;46.4;32.8;;;;;;;;;;;;;;;;;;
 ;00:01:11;4.199;2.727;47.1;32.9;;;;;;;;;;;;;;;;;;
 ;00:01:12;4.199;2.725;47.9;32.9;;;;;;;;;;;;;;;;;;
 ;00:01:13;4.200;2.724;48.6;32.9;;;;;;;;;;;;;;;;;;
 ;00:01:14;4.200;2.720;49.4;33.0;;;;;;;;;;;;;;;;;;
 ;00:01:15;4.199;2.716;50.1;33.0;;;;;;;;;;;;;;;;;;
 ;00:01:16;4.198;2.709;50.9;33.0;;;;;;;;;;;;;;;;;;
 ;00:01:17;4.198;2.708;51.7;33.0;;;;;;;;;;;;;;;;;;
 ;00:01:18;4.199;2.707;52.4;33.0;;;;;;;;;;;;;;;;;;
 ;00:01:19;4.199;2.706;53.2;33.1;;;;;;;;;;;;;;;;;;
 ;00:01:20;4.199;2.705;53.9;33.1;;;;;;;;;;;;;;;;;;
 ;00:01:21;4.200;2.705;54.7;33.1;;;;;;;;;;;;;;;;;;
 ;00:01:22;4.199;2.702;55.4;33.2;;;;;;;;;;;;;;;;;;
 ;00:01:23;4.200;2.701;56.2;33.2;;;;;;;;;;;;;;;;;;
 ;00:01:24;4.200;2.699;56.9;33.2;;;;;;;;;;;;;;;;;;
 ;00:01:25;4.200;2.695;57.7;33.2;;;;;;;;;;;;;;;;;;
 ;00:01:26;4.199;2.690;58.4;33.3;;;;;;;;;;;;;;;;;;
 ;00:01:27;4.198;2.688;59.2;33.3;;;;;;;;;;;;;;;;;;
 ;00:01:28;4.199;2.687;59.9;33.3;;;;;;;;;;;;;;;;;;
 ;00:01:29;4.199;2.686;60.6;33.4;;;;;;;;;;;;;;;;;;
 ;00:01:30;4.199;2.685;61.4;33.4;;;;;;;;;;;;;;;;;;
 ;00:01:31;4.199;2.684;62.1;33.4;;;;;;;;;;;;;;;;;;
 ;00:01:32;4.200;2.683;62.9;33.4;;;;;;;;;;;;;;;;;;
 ;00:01:33;4.199;2.680;63.6;33.5;;;;;;;;;;;;;;;;;;
 ;00:01:34;4.199;2.676;64.4;33.5;;;;;;;;;;;;;;;;;;
 ;00:01:35;4.199;2.674;65.1;33.5;;;;;;;;;;;;;;;;;;
 ;00:01:36;4.199;2.673;65.9;33.5;;;;;;;;;;;;;;;;;;
 ;00:01:37;4.199;2.673;66.6;33.6;;;;;;;;;;;;;;;;;;
 ;00:01:38;4.199;2.671;67.3;33.6;;;;;;;;;;;;;;;;;;
 ;00:01:39;4.200;2.669;68.1;33.6;;;;;;;;;;;;;;;;;;
 ;00:01:40;4.199;2.667;68.8;33.7;;;;;;;;;;;;;;;;;;
 ;00:01:41;4.199;2.666;69.6;33.7;;;;;;;;;;;;;;;;;;
 ;00:01:42;4.200;2.665;70.3;33.7;;;;;;;;;;;;;;;;;;
 ;00:01:43;4.199;2.663;71.0;33.7;;;;;;;;;;;;;;;;;;
 ;00:01:44;4.199;2.662;71.8;33.8;;;;;;;;;;;;;;;;;;
 ;00:01:45;4.199;2.660;72.5;33.8;;;;;;;;;;;;;;;;;;
 ;00:01:46;4.199;2.658;73.3;33.8;;;;;;;;;;;;;;;;;;
 ;00:01:47;4.199;2.657;74.0;33.9;;;;;;;;;;;;;;;;;;
 ;00:01:48;4.200;2.655;74.7;33.9;;;;;;;;;;;;;;;;;;
 ;00:01:49;4.199;2.653;75.5;33.9;;;;;;;;;;;;;;;;;;
 ;00:01:50;4.199;2.651;76.2;34.0;;;;;;;;;;;;;;;;;;
 ;00:01:51;4.199;2.650;76.9;34.0;;;;;;;;;;;;;;;;;;
 ;00:01:52;4.200;2.648;77.7;34.0;;;;;;;;;;;;;;;;;;
 ;00:01:53;4.199;2.646;78.4;34.1;;;;;;;;;;;;;;;;;;
 ;00:01:54;4.199;2.645;79.2;34.1;;;;;;;;;;;;;;;;;;
 ;00:01:55;4.200;2.643;79.9;34.1;;;;;;;;;;;;;;;;;;
 ;00:01:56;4.200;2.642;80.6;34.2;;;;;;;;;;;;;;;;;;
 ;00:01:57;4.200;2.640;81.4;34.2;;;;;;;;;;;;;;;;;;
 ;00:01:58;4.200;2.639;82.1;34.2;;;;;;;;;;;;;;;;;;
 ;00:01:59;4.200;2.638;82.8;34.2;;;;;;;;;;;;;;;;;;
 ;00:02:00;4.200;2.636;83.6;34.3;;;;;;;;;;;;;;;;;;
 ;00:02:01;4.200;2.635;84.3;34.3;;;;;;;;;;;;;;;;;;
 ;00:02:02;4.200;2.633;85.0;34.4;;;;;;;;;;;;;;;;;;
 ;00:02:03;4.200;2.631;85.7;34.4;;;;;;;;;;;;;;;;;;
 ;00:02:04;4.200;2.630;86.5;34.4;;;;;;;;;;;;;;;;;;
 ;00:02:05;4.200;2.628;87.2;34.4;;;;;;;;;;;;;;;;;;
 ;00:02:06;4.200;2.627;87.9;34.5;;;;;;;;;;;;;;;;;;
 ;00:02:07;4.200;2.625;88.7;34.5;;;;;;;;;;;;;;;;;;
 ;00:02:08;4.200;2.624;89.4;34.5;;;;;;;;;;;;;;;;;;
 ;00:02:09;4.200;2.622;90.1;34.6;;;;;;;;;;;;;;;;;;
 ;00:02:10;4.200;2.621;90.9;34.6;;;;;;;;;;;;;;;;;;
 ;00:02:11;4.200;2.620;91.6;34.6;;;;;;;;;;;;;;;;;;
 ;00:02:12;4.200;2.619;92.3;34.7;;;;;;;;;;;;;;;;;;
 ;00:02:13;4.200;2.617;93.0;34.7;;;;;;;;;;;;;;;;;;
 ;00:02:14;4.200;2.615;93.8;34.7;;;;;;;;;;;;;;;;;;
 ;00:02:15;4.200;2.614;94.5;34.8;;;;;;;;;;;;;;;;;;
 ;00:02:16;4.199;2.613;95.2;34.8;;;;;;;;;;;;;;;;;;
 ;00:02:17;4.199;2.611;95.9;34.8;;;;;;;;;;;;;;;;;;
 ;00:02:18;4.200;2.610;96.7;34.9;;;;;;;;;;;;;;;;;;
 ;00:02:19;4.199;2.608;97.4;34.9;;;;;;;;;;;;;;;;;;
 ;00:02:20;4.199;2.606;98.1;34.9;;;;;;;;;;;;;;;;;;
 ;00:02:21;4.200;2.605;98.8;35.0;;;;;;;;;;;;;;;;;;
 ;00:02:22;4.199;2.603;99.6;35.0;;;;;;;;;;;;;;;;;;
 ;00:02:23;4.199;2.602;100.3;35.0;;;;;;;;;;;;;;;;;;
 ;00:02:24;4.199;2.601;101.0;35.0;;;;;;;;;;;;;;;;;;
 ;00:02:25;4.199;2.599;101.7;35.1;;;;;;;;;;;;;;;;;;
 ;00:02:26;4.199;2.597;102.4;35.1;;;;;;;;;;;;;;;;;;
 ;00:02:27;4.199;2.596;103.2;35.1;;;;;;;;;;;;;;;;;;
 ;00:02:28;4.200;2.595;103.9;35.2;;;;;;;;;;;;;;;;;;
 ;00:02:29;4.199;2.592;104.6;35.2;;;;;;;;;;;;;;;;;;
 ;00:02:30;4.199;2.591;105.3;35.2;;;;;;;;;;;;;;;;;;
 ;00:02:31;4.199;2.591;106.0;35.2;;;;;;;;;;;;;;;;;;
 ;00:02:32;4.199;2.590;106.8;35.3;;;;;;;;;;;;;;;;;;
 ;00:02:33;4.200;2.589;107.5;35.3;;;;;;;;;;;;;;;;;;
 ;00:02:34;4.199;2.586;108.2;35.3;;;;;;;;;;;;;;;;;;
 ;00:02:35;4.199;2.584;108.9;35.4;;;;;;;;;;;;;;;;;;
 ;00:02:36;4.199;2.583;109.6;35.4;;;;;;;;;;;;;;;;;;
 ;00:02:37;4.199;2.583;110.4;35.4;;;;;;;;;;;;;;;;;;
 ;00:02:38;4.199;2.583;111.1;35.5;;;;;;;;;;;;;;;;;;
 ;00:02:39;4.199;2.582;111.8;35.5;;;;;;;;;;;;;;;;;;
 ;00:02:40;4.199;2.581;112.5;35.5;;;;;;;;;;;;;;;;;;
 ;00:02:41;4.200;2.580;113.2;35.5;;;;;;;;;;;;;;;;;;
 ;00:02:42;4.200;2.579;113.9;35.6;;;;;;;;;;;;;;;;;;
 ;00:02:43;4.199;2.576;114.7;35.6;;;;;;;;;;;;;;;;;;
 ;00:02:44;4.199;2.573;115.4;35.6;;;;;;;;;;;;;;;;;;
 ;00:02:45;4.199;2.571;116.1;35.7;;;;;;;;;;;;;;;;;;
 ;00:02:46;4.199;2.571;116.8;35.7;;;;;;;;;;;;;;;;;;
 ;00:02:47;4.199;2.571;117.5;35.7;;;;;;;;;;;;;;;;;;
 ;00:02:48;4.199;2.569;118.2;35.7;;;;;;;;;;;;;;;;;;
 ;00:02:49;4.199;2.569;118.9;35.8;;;;;;;;;;;;;;;;;;
 ;00:02:50;4.200;2.569;119.7;35.8;;;;;;;;;;;;;;;;;;
 ;00:02:51;4.199;2.568;120.4;35.8;;;;;;;;;;;;;;;;;;
 ;00:02:52;4.199;2.566;121.1;35.8;;;;;;;;;;;;;;;;;;
 ;00:02:53;4.200;2.564;121.8;35.9;;;;;;;;;;;;;;;;;;
 ;00:02:54;4.200;2.564;122.5;35.9;;;;;;;;;;;;;;;;;;
 ;00:02:55;4.200;2.564;123.2;35.9;;;;;;;;;;;;;;;;;;
 ;00:02:56;4.199;2.559;123.9;36.0;;;;;;;;;;;;;;;;;;
 ;00:02:57;4.198;2.556;124.6;36.0;;;;;;;;;;;;;;;;;;
 ;00:02:58;4.198;2.556;125.4;36.0;;;;;;;;;;;;;;;;;;
 ;00:02:59;4.199;2.555;126.1;36.1;;;;;;;;;;;;;;;;;;
 ;00:03:00;4.199;2.555;126.8;36.1;;;;;;;;;;;;;;;;;;
 ;00:03:01;4.199;2.554;127.5;36.1;;;;;;;;;;;;;;;;;;
 ;00:03:02;4.199;2.553;128.2;36.2;;;;;;;;;;;;;;;;;;
 ;00:03:03;4.199;2.554;128.9;36.2;;;;;;;;;;;;;;;;;;
 ;00:03:04;4.199;2.553;129.6;36.2;;;;;;;;;;;;;;;;;;
 ;00:03:05;4.199;2.552;130.3;36.3;;;;;;;;;;;;;;;;;;
 ;00:03:06;4.200;2.552;131.0;36.3;;;;;;;;;;;;;;;;;;
 ;00:03:07;4.199;2.551;131.7;36.3;;;;;;;;;;;;;;;;;;
 ;00:03:08;4.199;2.551;132.4;36.3;;;;;;;;;;;;;;;;;;
 ;00:03:09;4.199;2.551;133.2;36.4;;;;;;;;;;;;;;;;;;
 ;00:03:10;4.199;2.550;133.9;36.4;;;;;;;;;;;;;;;;;;
 ;00:03:11;4.200;2.550;134.6;36.4;;;;;;;;;;;;;;;;;;
 ;00:03:12;4.200;2.550;135.3;36.5;;;;;;;;;;;;;;;;;;
 ;00:03:13;4.200;2.548;136.0;36.5;;;;;;;;;;;;;;;;;;
 ;00:03:14;4.200;2.546;136.7;36.5;;;;;;;;;;;;;;;;;;
 ;00:03:15;4.200;2.545;137.4;36.6;;;;;;;;;;;;;;;;;;
 ;00:03:16;4.199;2.543;138.1;36.6;;;;;;;;;;;;;;;;;;
 ;00:03:17;4.198;2.538;138.8;36.6;;;;;;;;;;;;;;;;;;
 ;00:03:18;4.198;2.536;139.5;36.6;;;;;;;;;;;;;;;;;;
 ;00:03:19;4.198;2.535;140.2;36.7;;;;;;;;;;;;;;;;;;
 ;00:03:20;4.199;2.535;140.9;36.7;;;;;;;;;;;;;;;;;;
 ;00:03:21;4.199;2.534;141.6;36.7;;;;;;;;;;;;;;;;;;
 ;00:03:22;4.199;2.533;142.3;36.8;;;;;;;;;;;;;;;;;;
 ;00:03:23;4.199;2.533;143.0;36.8;;;;;;;;;;;;;;;;;;
 ;00:03:24;4.199;2.532;143.7;36.8;;;;;;;;;;;;;;;;;;
 ;00:03:25;4.199;2.533;144.4;36.8;;;;;;;;;;;;;;;;;;
 ;00:03:26;4.199;2.534;145.1;36.9;;;;;;;;;;;;;;;;;;
 ;00:03:27;4.199;2.533;145.9;36.9;;;;;;;;;;;;;;;;;;
 ;00:03:28;4.199;2.532;146.6;36.9;;;;;;;;;;;;;;;;;;
 ;00:03:29;4.199;2.532;147.3;37.0;;;;;;;;;;;;;;;;;;
 ;00:03:30;4.199;2.530;148.0;37.0;;;;;;;;;;;;;;;;;;
 ;00:03:31;4.200;2.528;148.7;37.0;;;;;;;;;;;;;;;;;;
 ;00:03:32;4.200;2.526;149.4;37.1;;;;;;;;;;;;;;;;;;
 ;00:03:33;4.200;2.525;150.1;37.1;;;;;;;;;;;;;;;;;;
 ;00:03:34;4.199;2.525;150.8;37.1;;;;;;;;;;;;;;;;;;
 ;00:03:35;4.199;2.520;151.5;37.1;;;;;;;;;;;;;;;;;;
 ;00:03:36;4.198;2.518;152.2;37.2;;;;;;;;;;;;;;;;;;
 ;00:03:37;4.198;2.518;152.9;37.2;;;;;;;;;;;;;;;;;;
 ;00:03:38;4.199;2.518;153.6;37.2;;;;;;;;;;;;;;;;;;
 ;00:03:39;4.199;2.517;154.3;37.3;;;;;;;;;;;;;;;;;;
 ;00:03:40;4.199;2.516;155.0;37.3;;;;;;;;;;;;;;;;;;
 ;00:03:41;4.199;2.516;155.7;37.3;;;;;;;;;;;;;;;;;;
 ;00:03:42;4.199;2.517;156.4;37.3;;;;;;;;;;;;;;;;;;
 ;00:03:43;4.199;2.517;157.1;37.4;;;;;;;;;;;;;;;;;;
 ;00:03:44;4.199;2.516;157.8;37.4;;;;;;;;;;;;;;;;;;
 ;00:03:45;4.199;2.515;158.5;37.4;;;;;;;;;;;;;;;;;;
 ;00:03:46;4.199;2.515;159.2;37.5;;;;;;;;;;;;;;;;;;
 ;00:03:47;4.199;2.515;159.9;37.5;;;;;;;;;;;;;;;;;;
 ;00:03:48;4.199;2.514;160.6;37.5;;;;;;;;;;;;;;;;;;
 ;00:03:49;4.199;2.514;161.3;37.5;;;;;;;;;;;;;;;;;;
 ;00:03:50;4.200;2.514;162.0;37.6;;;;;;;;;;;;;;;;;;
 ;00:03:51;4.199;2.511;162.7;37.6;;;;;;;;;;;;;;;;;;
 ;00:03:52;4.200;2.510;163.3;37.6;;;;;;;;;;;;;;;;;;
 ;00:03:53;4.200;2.509;164.0;37.6;;;;;;;;;;;;;;;;;;
 ;00:03:54;4.199;2.506;164.7;37.7;;;;;;;;;;;;;;;;;;
 ;00:03:55;4.199;2.504;165.4;37.7;;;;;;;;;;;;;;;;;;
 ;00:03:56;4.199;2.503;166.1;37.7;;;;;;;;;;;;;;;;;;
 ;00:03:57;4.199;2.502;166.8;37.7;;;;;;;;;;;;;;;;;;
 ;00:03:58;4.199;2.502;167.5;37.8;;;;;;;;;;;;;;;;;;
 ;00:03:59;4.199;2.499;168.2;37.8;;;;;;;;;;;;;;;;;;
 ;00:04:00;4.199;2.494;168.9;37.8;;;;;;;;;;;;;;;;;;
 ;00:04:01;4.200;2.493;169.6;37.9;;;;;;;;;;;;;;;;;;
 ;00:04:02;4.200;2.492;170.3;37.9;;;;;;;;;;;;;;;;;;
 ;00:04:03;4.200;2.491;171.0;37.9;;;;;;;;;;;;;;;;;;
 ;00:04:04;4.200;2.490;171.7;37.9;;;;;;;;;;;;;;;;;;
 ;00:04:05;4.200;2.486;172.4;38.0;;;;;;;;;;;;;;;;;;
 ;00:04:06;4.200;2.485;173.1;38.0;;;;;;;;;;;;;;;;;;
 ;00:04:07;4.200;2.484;173.7;38.0;;;;;;;;;;;;;;;;;;
 ;00:04:08;4.200;2.483;174.4;38.0;;;;;;;;;;;;;;;;;;
 ;00:04:09;4.200;2.480;175.1;38.0;;;;;;;;;;;;;;;;;;
 ;00:04:10;4.200;2.480;175.8;38.1;;;;;;;;;;;;;;;;;;
 ;00:04:11;4.200;2.478;176.5;38.1;;;;;;;;;;;;;;;;;;
 ;00:04:12;4.200;2.476;177.2;38.1;;;;;;;;;;;;;;;;;;
 ;00:04:13;4.200;2.476;177.9;38.1;;;;;;;;;;;;;;;;;;
 ;00:04:14;4.200;2.476;178.6;38.2;;;;;;;;;;;;;;;;;;
 ;00:04:15;4.200;2.475;179.3;38.2;;;;;;;;;;;;;;;;;;
 ;00:04:16;4.200;2.473;179.9;38.2;;;;;;;;;;;;;;;;;;
 ;00:04:17;4.200;2.471;180.6;38.2;;;;;;;;;;;;;;;;;;
 ;00:04:18;4.200;2.469;181.3;38.2;;;;;;;;;;;;;;;;;;
 ;00:04:19;4.200;2.467;182.0;38.3;;;;;;;;;;;;;;;;;;
 ;00:04:20;4.200;2.465;182.7;38.3;;;;;;;;;;;;;;;;;;
 ;00:04:21;4.200;2.463;183.4;38.3;;;;;;;;;;;;;;;;;;
 ;00:04:22;4.200;2.462;184.1;38.4;;;;;;;;;;;;;;;;;;
 ;00:04:23;4.200;2.460;184.7;38.4;;;;;;;;;;;;;;;;;;
 ;00:04:24;4.200;2.459;185.4;38.4;;;;;;;;;;;;;;;;;;
 ;00:04:25;4.200;2.457;186.1;38.4;;;;;;;;;;;;;;;;;;
 ;00:04:26;4.200;2.456;186.8;38.5;;;;;;;;;;;;;;;;;;
 ;00:04:27;4.200;2.454;187.5;38.5;;;;;;;;;;;;;;;;;;
 ;00:04:28;4.200;2.453;188.1;38.5;;;;;;;;;;;;;;;;;;
 ;00:04:29;4.200;2.451;188.8;38.5;;;;;;;;;;;;;;;;;;
 ;00:04:30;4.200;2.450;189.5;38.5;;;;;;;;;;;;;;;;;;
 ;00:04:31;4.200;2.448;190.2;38.5;;;;;;;;;;;;;;;;;;
 ;00:04:32;4.200;2.446;190.9;38.6;;;;;;;;;;;;;;;;;;
 ;00:04:33;4.200;2.444;191.5;38.6;;;;;;;;;;;;;;;;;;
 ;00:04:34;4.200;2.443;192.2;38.6;;;;;;;;;;;;;;;;;;
 ;00:04:35;4.200;2.442;192.9;38.6;;;;;;;;;;;;;;;;;;
 ;00:04:36;4.200;2.440;193.6;38.7;;;;;;;;;;;;;;;;;;
 ;00:04:37;4.200;2.438;194.3;38.7;;;;;;;;;;;;;;;;;;
 ;00:04:38;4.200;2.437;194.9;38.7;;;;;;;;;;;;;;;;;;
 ;00:04:39;4.200;2.435;195.6;38.7;;;;;;;;;;;;;;;;;;
 ;00:04:40;4.200;2.433;196.3;38.7;;;;;;;;;;;;;;;;;;
 ;00:04:41;4.200;2.432;197.0;38.8;;;;;;;;;;;;;;;;;;
 ;00:04:42;4.200;2.430;197.6;38.8;;;;;;;;;;;;;;;;;;
 ;00:04:43;4.200;2.430;198.3;38.8;;;;;;;;;;;;;;;;;;
 ;00:04:44;4.200;2.429;199.0;38.8;;;;;;;;;;;;;;;;;;
 ;00:04:45;4.200;2.427;199.7;38.9;;;;;;;;;;;;;;;;;;
 ;00:04:46;4.200;2.426;200.3;38.9;;;;;;;;;;;;;;;;;;
 ;00:04:47;4.200;2.424;201.0;38.9;;;;;;;;;;;;;;;;;;
 ;00:04:48;4.200;2.422;201.7;38.9;;;;;;;;;;;;;;;;;;
 ;00:04:49;4.200;2.420;202.4;39.0;;;;;;;;;;;;;;;;;;
 ;00:04:50;4.200;2.419;203.0;39.0;;;;;;;;;;;;;;;;;;
 ;00:04:51;4.200;2.419;203.7;39.0;;;;;;;;;;;;;;;;;;
 ;00:04:52;4.200;2.416;204.4;39.0;;;;;;;;;;;;;;;;;;
 ;00:04:53;4.200;2.415;205.0;39.0;;;;;;;;;;;;;;;;;;
 ;00:04:54;4.200;2.414;205.7;39.1;;;;;;;;;;;;;;;;;;
 ;00:04:55;4.200;2.411;206.4;39.1;;;;;;;;;;;;;;;;;;
 ;00:04:56;4.200;2.409;207.1;39.1;;;;;;;;;;;;;;;;;;
 ;00:04:57;4.200;2.409;207.7;39.1;;;;;;;;;;;;;;;;;;
 ;00:04:58;4.200;2.409;208.4;39.2;;;;;;;;;;;;;;;;;;
 ;00:04:59;4.200;2.409;209.1;39.2;;;;;;;;;;;;;;;;;;
 ;00:05:00;4.200;2.406;209.7;39.2;;;;;;;;;;;;;;;;;;
 ;00:05:01;4.200;2.402;210.4;39.2;;;;;;;;;;;;;;;;;;
 ;00:05:02;4.200;2.401;211.1;39.3;;;;;;;;;;;;;;;;;;
 ;00:05:03;4.200;2.401;211.7;39.3;;;;;;;;;;;;;;;;;;
 ;00:05:04;4.200;2.401;212.4;39.3;;;;;;;;;;;;;;;;;;
 ;00:05:05;4.200;2.400;213.1;39.3;;;;;;;;;;;;;;;;;;
 ;00:05:06;4.199;2.398;213.7;39.3;;;;;;;;;;;;;;;;;;
 ;00:05:07;4.199;2.398;214.4;39.4;;;;;;;;;;;;;;;;;;
 ;00:05:08;4.200;2.399;215.1;39.4;;;;;;;;;;;;;;;;;;
 ;00:05:09;4.199;2.395;215.7;39.4;;;;;;;;;;;;;;;;;;
 ;00:05:10;4.199;2.393;216.4;39.4;;;;;;;;;;;;;;;;;;
 ;00:05:11;4.200;2.391;217.1;39.5;;;;;;;;;;;;;;;;;;
 ;00:05:12;4.200;2.390;217.7;39.5;;;;;;;;;;;;;;;;;;
 ;00:05:13;4.200;2.390;218.4;39.5;;;;;;;;;;;;;;;;;;
 ;00:05:14;4.199;2.387;219.0;39.5;;;;;;;;;;;;;;;;;;
 ;00:05:15;4.199;2.383;219.7;39.5;;;;;;;;;;;;;;;;;;
 ;00:05:16;4.199;2.382;220.4;39.6;;;;;;;;;;;;;;;;;;
 ;00:05:17;4.199;2.381;221.0;39.6;;;;;;;;;;;;;;;;;;
 ;00:05:18;4.200;2.379;221.7;39.6;;;;;;;;;;;;;;;;;;
 ;00:05:19;4.200;2.378;222.4;39.6;;;;;;;;;;;;;;;;;;
 ;00:05:20;4.200;2.377;223.0;39.7;;;;;;;;;;;;;;;;;;
 ;00:05:21;4.200;2.376;223.7;39.7;;;;;;;;;;;;;;;;;;
